年	月	日	時	分	縣市	allLocation	GoogleLat	GoogleLng	死	受傷	2-30	天候	光線	道路類別	速限	道路型態	事故位置	路面鋪裝	路面狀態	路面缺陷	障礙物	視距	號誌種類	號誌動作	分向設施	快車道或一般車道間	快慢車道間	路面邊線	事故類型及型態	事故類別
2012	3	19	7	35	新竹市	新竹市1學府路26號新竹中學旁	24.794797	120.979327	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	4	5	2	16	2
2012	3	19	12	35	新竹市	新竹市3元培街306號	24.7777953	120.9404076	0	1	0	8	1	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	12	2
2012	3	14	11	20	新竹市	新竹市1公道五路與東進路口	24.8150922	120.9852896				8			50															3
2012	3	17	12	5	新竹市	新竹市1民生路111號	24.8096229	120.9773095	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	13	2
2012	3	19	16	27	新竹市	新竹市2中正路建興街路口	24.8083178	120.9672934	0	1	0	7	1	5	50	3	18	1	5	4	5	7	4	4	10	5	5	2	3	2
2012	3	17	13	50	新竹市	新竹市1光復路一段529號	24.7924614	121.0067013	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	3	19	16	50	新竹市	新竹市1南大路22巷	24.8032071	120.978552	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	3	14	7	30	新竹市	新竹市1中華路二段南門街路口	24.7998332	120.9681025				6			50															3
2012	3	14	9	26	新竹市	新竹市2殯儀館停車場內	24.81488335	120.9394568				6																		3
2012	3	14	14	13	新竹市	新竹市1經國路一段409巷	24.8142981	120.977721				6			50															3
2012	3	14	10	25	新竹市	新竹市1中華路一段384巷中華路路口	24.81913655	120.9956861				6			50															3
2012	3	16	10	5	新竹市	新竹市1公道五路二段212巷	24.8019741	121.0001719				8			50															3
2012	3	16	11	50	新竹市	新竹市1埔頂路慈雲路路口	24.7929205	121.0125589				8			51															3
2012	3	16	13	37	新竹市	新竹市1中正路東門圓環	24.8044523	120.9702289				8			50															3
2012	3	19	18	35	新竹市	新竹市1食品路421號	24.7936467	120.9679651	0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	16	2
2012	3	19	21	0	新竹市	新竹市3元培街151號	24.784131	120.932202	0	1	0	8	3	5	40	11	9	1	5	4	5	7	4	4	5	5	5	1	13	2
2012	3	19	16	0	新竹市	新竹市3柴橋路50巷口弄	24.7721246	120.9656952	0	1	0	7	1	5	40	12	9	1	5	4	5	2	4	4	5	4	5	1	17	2
2012	3	20	1	40	新竹市	新竹市1經國路一段民權路路口61號停車格	24.8139388	120.9704159				8			50															3
2012	3	19	17	18	新竹市	新竹市1文昌街39號	24.8028711	120.968586				8			50															3
2012	3	20	13	13	新竹市	新竹市1光復路二段36號	24.7915741	121.004045				8			50															3
2012	3	20	11	45	新竹市	新竹市1光復路一段476巷口	24.81021755	121.0290879				8			50															3
2012	3	17	12	52	新竹市	新竹市2仁德街110號	24.8081521	120.962962				8			50															3
2012	3	17	11	46	新竹市	新竹市1寶山路200巷2弄	23.8548668	120.983603	0	1	0	8	1	5	50	5	2	1	5	4	5	7	1	1	10	5	5	2	29	2
2012	3	19	14	25	新竹市	新竹市2海濱路180-4號	24.8412291	120.923598	0	3	0	7	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	16	2
2012	3	20	7	55	新竹市	新竹市1光復路二段371號前	24.801099	120.986082	0	1	0	8	1	8	50	14	9	1	5	4	5	7	4	4	5	4	5	2	16	2
2012	3	17	13	40	新竹市	新竹市3西濱快速道路南下80K處	24.8684988	120.9533201	0	1	0	8	1	5	40	14	8	1	5	4	5	7	4	4	2	4	2	1	18	2
2012	3	17	16	1	新竹市	新竹市1中華路二段信義街路口	24.8009351	120.9698904				8			50															3
2012	3	19	17	21	新竹市	新竹市1中華路二段400號	24.803137	120.973007				8			50															3
2012	3	20	7	40	新竹市	新竹市1關東路179號	24.789712	121.01965	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	3	20	18	6	新竹市	新竹市1南大路218巷	24.8012404	120.9725802	0	2	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	3	20	17	35	新竹市	新竹市1寶山路217號	24.79044695	120.9766564	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	2	16	2
2012	3	20	19	15	新竹市	新竹市1自由路23號	24.81163	120.981703	0	1	0	8	3	5	50	3	9	1	5	4	5	7	4	4	10	5	5	2	3	2
2012	3	20	22	39	新竹市	新竹市1自由路46號	24.81164155	120.9819713				8			50															3
2012	3	21	2	16	新竹市	新竹市2民富街178巷經國路路口	24.8004588	120.9561008				8			50															3
2012	3	20	19	32	新竹市	新竹市2四維路師院附小前	24.797232	120.9637474	0	2	0	7	3	5	50	3	2	1	5	4	5	7	4	4	5	4	5	2	16	2
2012	3	20	22	20	新竹市	新竹市1花園街64號	24.8044092	120.9774476	0	1	0	7	3	5	40	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	3	21	0	7	新竹市	新竹市2東大路二段經國路路口	24.8137323	120.9674304	0	2	0	7	3	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	3	20	18	22	新竹市	新竹市1光復路一段544巷	24.787355	121.0109801				8			50															3
2012	3	21	8	30	新竹市	新竹市3景觀大道柴橋路路口	24.7597091	120.9584529	0	1	0	7	1	5	70	14	9	1	5	4	5	7	4	4	1	4	5	1	12	2
2012	3	21	12	6	新竹市	新竹市1光復路一段531巷70-3號	24.781507	121.02474				8			40															3
2012	3	21	11	59	新竹市	新竹市1光復路一段388號	24.784442	121.01517	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	1	16	2
2012	3	21	12	51	新竹市	新竹市1經國路一段379巷1弄1號1樓萊爾富超商前	24.8144528	120.9790626				8			50															3
2012	3	21	11	45	新竹市	新竹市2中山路438號	24.799768	120.957388	0	1	0	7	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	12	2
2012	3	21	15	49	新竹市	新竹市1慈雲路17378路燈桿前	24.79311235	121.0115108				8			25															3
2012	3	20	22	24	新竹市	新竹市1南大路139巷	24.79509185	120.9708905	0	1	0	8	3	5	50	3	2	1	5	4	5	7	4	4	5	5	5	2	13	2
2012	3	7	10	23	新竹市	新竹市1中華路二段南門街路口	24.7998332	120.9681025	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	3	21	19	0	新竹市	新竹市1光復路二段50號	24.7919991	121.003626	0	1	0	7	3	5	50	15	9	1	5	4	5	7	4	4	1	4	5	2	12	2
2012	3	21	20	40	新竹市	新竹市2東大路三段天府路路口	24.8331464	120.9483426	0	2	0	7	3	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	3	21	21	35	新竹市	新竹市1文化街6巷9號	24.8049881	120.971596				8			50															3
2012	3	21	22	26	新竹市	新竹市1光復路一段335巷	24.7815838	121.0170363	0	1	0	7	3	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	3	21	23	25	新竹市	新竹市2東大路	24.8256414	120.9566902				8			50															3
2012	3	6	8	0	新竹市	新竹市3景觀大道觀景台前路口	31.3512963	120.9811634				8			50															3
2012	3	8	5	0	新竹市	新竹市2仁德街13897號燈桿前	24.8066378	120.9639509	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	10	5	5	2	14	2
2012	3	7	17	19	新竹市	新竹市3中華路四段516號	24.78960665	120.9319469				8			60															3
2012	3	9	19	19	新竹市	新竹市1三民路3號	24.80796295	120.9738217				8			50															3
2012	3	9	20	8	新竹市	新竹市2中山路興南街路口	24.8025948	120.9623823	0	1	0	7	3	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	3	2
2012	3	9	23	16	新竹市	新竹市2經國路二段磐石路路口	24.8078863	120.9580757	0	2	0	8	3	5	50	4	2	1	4	4	5	7	1	1	1	4	5	2	16	2
2012	3	14	10	5	新竹市	新竹市1水利路100-1號	24.8037381	121.006714				6			50															3
2012	3	6	9	40	新竹市	新竹市1光復路一段360-6號	24.781861	121.023944	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	12	2
2012	3	9	18	57	新竹市	新竹市2延平路一段161巷32號	24.8038381	120.9562449	0	2	0	8	3	5	40	14	9	1	5	4	5	7	4	4	10	5	5	1	3	2
2012	3	4	9	46	新竹市	新竹市1光復路二段23號	24.7919231	121.002881				8			50															3
2012	3	22	7	53	新竹市	新竹市1東明街77號	24.80468745	120.9880254				6			50															3
2012	3	21	17	41	新竹市	新竹市2中華路3段3號	24.7968745	120.9594703				8			50															3
2012	3	22	7	58	新竹市	新竹市2成功路133號	24.8138421	120.955047				8			50															3
2012	3	18	10	15	新竹市	新竹市2西大路698號	24.8089801	120.960513				8			50															3
2012	3	18	12	0	新竹市	新竹市1博愛街自來水廠旁停車場58號停車格	24.8333624	121.0065953				8			30															3
2012	3	9	19	52	新竹市	新竹市2水田街150巷	24.81535195	120.9676006				8			50															3
2012	3	22	8	54	新竹市	新竹市1南大路808巷	24.79509185	120.9708905				8			40															3
2012	3	22	7	45	新竹市	新竹市2西大路387號	24.8030601	120.96468	0	2	0	6	1	5	50	4	1	1	4	4	5	7	4	4	10	4	5	2	16	2
2012	3	9	22	41	新竹市	新竹市3中華路四段590號	24.788939	120.929269				8			50															3
2012	3	22	10	53	新竹市	新竹市1中央路198號	24.8088418	120.9744819				8			50															3
2012	3	18	15	40	新竹市	新竹市1水源國小	24.843846	120.9391903				8			50															3
2012	3	22	9	18	新竹市	新竹市1經國橋P25處	24.8116702	121.022322	0	1	0	8	1	5	40	8	9	1	5	4	5	7	4	4	1	4	5	2	18	2
2012	3	22	13	6	新竹市	新竹市1建新路赤土崎二街口	24.7986605	120.9977305				8			50															3
2012	3	17	4	4	新竹市	新竹市3香北路210號	24.7905571	120.925557				8			50															3
2012	3	19	8	0	新竹市	新竹市1水源街61號	24.80085545	120.9916275				8			50															3
2012	3	22	6	40	新竹市	新竹市1食品路260巷	24.7944368	120.9718789				8			50															3
2012	3	22	14	19	新竹市	新竹市1中正路東門圓環	24.8044523	120.9702289				8			50															3
2012	3	22	16	10	新竹市	新竹市1光復路一段472號	24.7853328	121.0128037				8			50															3
2012	3	22	15	10	新竹市	新竹市2北大路183號	24.8084811	120.966364				8			50															3
2012	3	17	13	0	新竹市	新竹市1中央路236號	24.809066	120.975668				8			50															3
2012	3	14	19	19	新竹市	新竹市2鐵道路湳雅街路口	24.8219504	120.9716382	0	1	0	8	3	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	11	2
2012	3	21	10	10	新竹市	新竹市1光復路二段308號	24.795583	120.998635				8			50															3
2012	3	18	11	47	新竹市	新竹市1金山街介壽路路口	24.7786679	121.0190966				8			50															3
2012	3	18	14	22	新竹市	新竹市2中山路興南街路口	24.8025948	120.9623823				8			50															3
2012	3	7	21	5	新竹市	新竹市1光復路二段建新路路口	24.7975598	120.995739	0	1	0	8	3	5	50	14	9	1	5	4	5	7	4	4	9	4	5	2	13	2
2012	3	9	0	15	新竹市	新竹市1中華路一段2巷口弄	24.8194681	120.995232				6			50															3
2012	3	23	1	50	新竹市	新竹市1西大路與南大路口	24.795792	120.971823	0	2	0	8	3	5	40	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	3	9	5	20	新竹市	新竹市3中華路五段169號	24.7869672	120.9257258	0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	10	4	4	1	2	2
2012	3	22	13	10	新竹市	新竹市1金山23街金山南街	24.7759486	121.0243116	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	5	5	2	12	2
2012	3	22	19	54	新竹市	新竹市3元培街220號	24.7789755	120.9367845	0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	16	2
2012	3	22	16	0	新竹市	新竹市3延平路二段727巷	24.80700685	120.9319304				8			50															3
2012	3	23	8	52	新竹市	新竹市1金山8街100號	24.77701055	121.0204403	0	1	0	8	1	5	50	4	1	1	5	4	5	7	4	4	10	5	5	2	15	2
2012	3	17	17	20	新竹市	新竹市1明湖路1050巷226號	24.76474355	120.9772323				8			50															3
2012	3	23	8	23	新竹市	新竹市2中華路3段142巷	24.7968018	120.9592889				8			50															3
2012	3	9	14	55	新竹市	新竹市1金山東二街東三街口	24.7543106	121.0066752	0	1	0	8	1	5	50	14	9	1	5	4	3	5	4	4	10	5	5	2	10	2
2012	3	9	18	0	新竹市	新竹市1光復路一段122號	24.7816661	121.023566	0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	9	4	5	2	3	2
2012	3	23	11	40	新竹市	新竹市3中華路四段246巷	24.79472835	120.9478168				8																		3
2012	3	10	8	20	新竹市	新竹市3延平路二段688巷	24.805301	120.9227275	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	2	5	2	11	2
2012	3	22	20	30	新竹市	新竹市1中華路二段528號	24.8000818	120.9684894	0	1	0	7	3	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	16	2
2012	3	23	11	42	新竹市	新竹市1中華路二段民主路路口	30.545	114.308421	0	2	0	8	1	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	13	2
2012	3	23	14	29	新竹市	新竹市1南大路366號	24.7981701	120.970119	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	16	2
2012	3	23	13	19	新竹市	新竹市1經國路一段106號	24.8155548	120.9907403	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	5	1	12	2
2012	3	23	14	13	新竹市	新竹市2中正路196巷	24.8103111	120.965972	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	3	23	11	15	新竹市	新竹市3西濱公路78.5公里處	24.7871225	120.9169831				8			50															3
2012	3	21	21	20	新竹市	新竹市3五福路二段778號	24.7568791	120.952271				8			50															3
2012	3	11	15	1	新竹市	新竹市1學府路東山街路口	24.7954365	120.9805399	0	1	0	7	1	5	50	3	2	1	5	4	5	7	2	1	10	5	5	2	16	2
2012	3	22	17	56	新竹市	新竹市3經國路三段牛埔路口	24.797594	120.9527627				8			50															3
2012	3	14	7	17	新竹市	新竹市1中華路一段自由路路口橋下	24.8096317	120.9835934				8			50															3
2012	3	12	8	17	新竹市	新竹市1大學路2號	24.78938275	121.0009366				8			50															3
2012	3	12	7	19	新竹市	新竹市1水源街2巷	24.799303	120.990963				8			30															3
2012	3	16	16	42	新竹市	新竹市1東山街85號	24.797643	120.978667				8			50															3
2012	3	16	7	48	新竹市	新竹市1南大路新竹國小後門口	24.8018975	120.9766655	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	5	5	2	16	2
2012	3	16	17	40	新竹市	新竹市1大學路51巷	24.7860539	121.0024861				8			50															3
2012	3	15	8	46	新竹市	新竹市1中華路三段246號	24.796624	120.955658	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	12	2
2012	3	16	12	21	新竹市	新竹市3香北路11號	24.79107065	120.9279885				8			50															3
2012	3	12	13	0	新竹市	新竹市2經國路二段水田街路口	24.812933	120.9658931				8			50															3
2012	3	4	13	43	新竹市	新竹市1光復路二段46號	24.791798	121.003727				8			50															3
2012	3	4	15	32	新竹市	新竹市1明湖路1008巷口弄	24.768857	120.97723				8			40															3
2012	3	4	18	42	新竹市	新竹市1光復路一段407號	24.783583	121.016174				8			50															3
2012	3	17	1	14	新竹市	新竹市1林森路198號	24.799053	120.963739	0	1	0	8	3	5	50	4	2	1	5	4	5	6	4	4	10	5	5	2	16	2
2012	3	23	18	0	新竹市	新竹市1勝利路34號	24.8027741	120.969787	0	1	0	6	3	5	50	14	9	5	4	4	5	7	4	4	10	5	5	2	3	2
2012	3	24	7	10	新竹市	新竹市2中正路192號	24.810191	120.966032				6			50															3
2012	3	23	13	49	新竹市	新竹市1經國路二段自由路路口	24.8147153	120.9796905	0	2	0	8	1	5	50	4	1	1	5	4	5	7	2	1	10	5	5	2	17	2
2012	3	18	20	1	新竹市	新竹市1中華路東大路路口	24.8042903	120.9752282				8																		3
2012	3	17	6	48	新竹市	新竹市3牛埔路188號	24.7996969	120.9515923				8			50															3
2012	3	18	18	55	新竹市	新竹市1埔頂路慈雲路路口	24.7929205	121.0125589				6			50															3
2012	3	24	17	29	新竹市	新竹市1中華路162巷	24.746887	120.90631				8			50															3
2012	3	18	16	13	新竹市	新竹市2延平路一段68號	24.803706	120.960158				8			50															3
2012	3	19	10	55	新竹市	新竹市1光復路一段683巷	24.7874441	121.005408	0	1	0	8	1	5	50	5	1	1	5	4	5	7	4	4	1	4	5	2	16	2
2012	3	9	18	30	新竹市	新竹市2西濱路一段1巷口弄	24.83000025	120.9273822				8			50															3
2012	3	15	18	58	新竹市	新竹市2東大路三段487巷	24.83324075	120.9468056	0	1	0	8	3	5	50	3	1	1	5	4	5	6	4	4	10	5	5	2	16	2
2012	3	19	13	33	新竹市	新竹市2光華北街63號	24.817494	120.972037				8			50															3
2012	3	24	21	30	新竹市	新竹市1南大路139巷	24.79509185	120.9708905				8			50															3
2012	3	24	23	29	新竹市	新竹市2崧嶺路崧嶺橋上	24.796174	120.955803	0	2	0	7	3	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	16	2
2012	3	18	11	15	新竹市	新竹市1中華路一段60號	24.8180501	120.994331	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	5	5	2	17	2
2012	3	9	23	7	新竹市	新竹市1光復路一段66號	24.7815001	121.024833	0	1	0	6	3	5	50	14	9	1	4	4	5	7	4	4	5	4	5	2	16	2
2012	3	10	20	51	新竹市	新竹市3華江街132號	24.8099121	120.921477	0	1	0	7	3	5	40	14	9	1	5	4	5	7	4	4	5	5	5	2	3	2
2012	3	21	13	48	新竹市	新竹市2西大路明志書院停車場4樓	24.80160565	120.9657943				8			30															3
2012	3	21	20	0	新竹市	新竹市3景觀大道高速公路交流道口(往東)	24.7585468	120.9585146	0	1	0	8	3	5	50	14	9	1	5	4	5	7	1	1	1	4	5	2	13	2
2012	3	10	22	13	新竹市	新竹市1光復路二段101號清大正門口	24.7964417	120.996665				8			50															3
2012	3	11	15	17	新竹市	新竹市1光復路二段公園路路口	24.790798	121.0055625				8			50															3
2012	3	11	17	20	新竹市	新竹市3浸水街浸樹街口	24.7990537	120.927081				6			40															3
2012	3	12	11	54	新竹市	新竹市1西大路27號	24.7946141	120.972418				8			50															3
2012	3	25	10	10	新竹市	新竹市1明湖路456巷	24.7884154	120.9680175				8			50															3
2012	3	23	21	40	新竹市	新竹市2中華路三段客雅溪橋上	24.797232	120.9637474	0	1	0	7	3	5	50	8	9	1	4	4	5	7	4	4	5	5	5	2	2	2
2012	3	24	2	0	新竹市	新竹市2中山路大同路路口	24.34623015	120.6264257				8			50															3
2012	3	24	13	45	新竹市	新竹市3牛埔南路142巷	24.79629595	120.9399026	0	1	0	8	1	5	50	4	1	1	5	4	5	7	3	1	10	5	5	2	10	2
2012	3	25	14	30	新竹市	新竹市1中華路一段31號	24.817944	120.995134				8			50															3
2012	3	21	15	53	新竹市	新竹市3中華路六段231之10號	24.7427097	120.9082379	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	1	4	4	1	18	2
2012	3	24	16	42	新竹市	新竹市1光復路一段慈雲路路口	24.7874802	121.0095148				8			50															3
2012	3	25	11	14	新竹市	新竹市1光復路二段國光客運前	24.7932831	121.001211				8			50															3
2012	3	25	12	58	新竹市	新竹市2水田街142號	24.815058	120.967519	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	1	16	2
2012	3	12	12	39	新竹市	新竹市1關新路23號	24.7847694	121.0181367				8			50															3
2012	3	10	8	22	新竹市	新竹市2西大路民富街口	24.2326193	120.6673515	0	1	0	6	1	5	50	4	1	1	4	4	5	7	2	1	10	5	5	2	16	2
2012	3	25	14	8	新竹市	新竹市2東大路二段642號	24.8231551	120.958416	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	4	5	1	16	2
2012	3	10	18	18	新竹市	新竹市1公道五路電桿12482	24.8150922	120.9852896				8			50															3
2012	3	6	18	21	新竹市	新竹市2中華路三段45號	24.7968531	120.962521	0	2	0	8	3	5	50	14	9	1	5	4	5	7	4	4	9	4	5	1	2	2
2012	3	10	13	50	新竹市	新竹市1民族路66號	24.806693	120.97575				8			50															3
2012	3	10	12	23	新竹市	新竹市2東大路三段513號	24.8398341	120.937989	0	2	0	8	1	5	50	14	9	1	5	4	5	7	2	1	5	5	5	1	16	2
2012	3	25	18	11	新竹市	新竹市1中華路二段火車站前廣場	24.8042903	120.9752282				8			50															3
2012	3	25	18	45	新竹市	新竹市1明湖路400巷	24.7884154	120.9680175				8			50															3
2012	3	11	11	42	新竹市	新竹市3長興街228巷西濱路路口	24.756684	120.9059196				8			50															3
2012	3	11	13	39	新竹市	新竹市2中正路280號	24.812574	120.964232	0	3	0	6	1	5	50	3	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	3	25	23	41	新竹市	新竹市2東大路三段公道五路口（機場彎道）	24.8256414	120.9566902	0	0	0	8	3	5	50	11	9	1	5	4	5	1	4	4	4	5	5	1	19	3
2012	3	19	10	30	新竹市	新竹市1中央路173號中華路路口	24.8367118	121.0051265	0	0	0	8	1	5	50	14	9	1	5	4	5	7	4	4	10	4	5	2	17	3
2012	3	23	7	9	新竹市	新竹市2武陵路175巷	24.8210508	120.9683298				8			50															3
2012	3	13	8	28	新竹市	新竹市3中華路四段490號	24.790884	120.934807				8			50															3
2012	3	16	6	49	新竹市	新竹市2中山路500號	23.8548668	120.983603	0	1	0	8	1	4	50	14	9	1	5	4	5	7	4	4	5	5	5	2	16	2
2012	3	16	17	53	新竹市	新竹市3景觀大道電桿10636	31.3512963	120.9811634				8			50															3
2012	3	16	9	56	新竹市	新竹市3香檳五街47巷1號	24.77925155	120.9504576				8			50															3
2012	3	23	11	21	新竹市	新竹市1民族路與自由路口	24.8058295	120.9739947	0	1	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	3	25	15	25	新竹市	新竹市1綠水路51巷	24.8004481	120.984191				8			50															3
2012	3	25	18	40	新竹市	新竹市3牛埔東路景觀大道路口	24.7585468	120.9585146				8			50															3
2012	3	26	7	20	新竹市	新竹市1南大路634巷	24.7939919	120.9623443				8			50															3
2012	3	26	7	40	新竹市	新竹市1經國路一段156巷50弄溪埔路	24.81567	120.9889339	0	1	0	8	1	5	50	4	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	3	26	8	39	新竹市	新竹市1光復路一段9號	24.7809411	121.026143	0	2	0	8	1	5	50	3	1	1	5	4	5	7	1	1	10	5	5	2	10	2
2012	3	22	12	22	新竹市	新竹市1經國路一段鐵道路路口	24.8147874	120.9808653				8			50															3
2012	3	26	10	55	新竹市	新竹市1南大路750-1號	24.7902002	120.965189	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	16	2
2012	3	26	8	0	新竹市	新竹市1花園街光復路	24.8033933	120.9790255				8			50															3
2012	3	26	10	21	新竹市	新竹市3大庄路21號	24.7911971	120.9265114	0	2	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	5	5	2	16	2
2012	3	26	8	55	新竹市	新竹市1光復路二段576巷	24.7910277	121.0077548				8			50															3
2012	3	22	16	3	新竹市	新竹市3經國路三段牛埔路路口	24.7991891	120.9533827				8			50															3
2012	3	26	10	40	新竹市	新竹市1中華路一段184號	24.8145681	120.991732				8			50															3
2012	3	26	11	15	新竹市	新竹市1中華路二段12號	24.809163	120.982326				8			50															3
2012	3	24	11	4	新竹市	新竹市3景觀大道東香路路口	24.7585468	120.9585146				8			70															3
2012	3	24	12	5	新竹市	新竹市2經國路二段609號	24.80229355	120.9547256	0	2	0	7	1	5	50	14	9	1	5	4	5	7	1	1	1	4	5	2	17	2
2012	3	25	3	18	新竹市	新竹市1經國路國華街路口	24.8141048	120.9708721				8			50															3
2012	3	26	11	40	新竹市	新竹市1中華路三段77號	24.7966131	120.961697	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	9	4	5	1	13	2
2012	3	18	6	50	新竹市	新竹市2經國路二段笑傲江湖停車場出入口前	24.8137323	120.9674304				8			50															3
2012	3	18	11	20	新竹市	新竹市2境福街56巷16號	24.817255	120.9615898				8			40															3
2012	3	18	12	50	新竹市	新竹市1光復路二段585號	24.8030891	120.979934				8			50															3
2012	3	19	21	5	新竹市	新竹市2中正路538號	24.816963	120.956948				8			50															3
2012	3	20	21	35	新竹市	新竹市1民權路86巷	24.80738325	120.9756521				8			50															3
2012	3	7	18	20	新竹市	新竹市1光復路一段25號	24.7810331	121.025745	0	2	0	8	3	5	50	11	9	1	5	4	5	7	1	1	5	5	5	2	3	2
2012	3	26	20	15	新竹市	新竹市2湳中街武陵路路口	29.0289146	111.6613067	0	3	0	8	3	5	40	3	1	1	5	4	5	7	1	1	10	5	5	2	16	2
2012	3	11	7	15	新竹市	新竹市3西濱快速道路	24.8684988	120.9533201				6			80															3
2012	3	11	10	30	新竹市	新竹市1中正路45號	24.8036621	120.970804				6			50															3
2012	3	13	19	15	新竹市	新竹市1東光路八德路路口	24.8027569	120.986942				6			50															3
2012	3	14	16	30	新竹市	新竹市1民主路222巷	24.8132194	120.9777493	0	1	0	6	1	5	50	4	1	1	4	4	5	7	4	4	10	5	5	2	16	2
2012	3	14	19	10	新竹市	新竹市2中山路大同路路口	24.34623015	120.6264257				8			50															3
2012	3	18	21	49	新竹市	新竹市1光復路一段459巷45號	24.782808	121.014638				8			50															3
2012	3	19	4	58	新竹市	新竹市1經國路一段85號	24.8152011	120.990072				6			50															3
2012	3	20	15	32	新竹市	新竹市1經國路光華東街	24.8158715	120.9792625				8			50															3
2012	3	20	18	37	新竹市	新竹市1學府路72號	24.796247	120.983194	0	2	0	7	3	5	50	14	9	1	5	4	5	7	4	4	9	5	5	1	16	2
2012	3	15	13	10	新竹市	新竹市3元培街東香路路口	24.7761866	120.9439411	0	2	0	8	1	5	50	3	1	1	5	4	5	7	3	1	10	5	5	2	11	2
2012	3	21	7	24	新竹市	新竹市1公道五路一段67號	24.7924614	121.0067013				8			50															3
2012	3	21	12	10	新竹市	新竹市2水田街26號	24.811732	120.965766	0	1	0	8	1	5	50	3	2	1	5	4	5	7	4	4	9	5	5	2	16	2
2012	3	19	14	5	新竹市	新竹市3經國路三段92巷	24.7982434	120.9530141	0	1	0	8	1	5	50	3	1	1	5	4	5	7	4	4	1	4	5	2	16	2
2012	3	24	8	47	新竹市	新竹市1中華路一段188號	24.8143991	120.991593	0	1	0	6	1	5	50	14	8	1	4	4	5	7	4	4	1	4	5	2	12	2
2012	3	24	15	52	新竹市	新竹市1光復路一段529號	24.7924614	121.0067013				8			50															3
2012	3	24	17	11	新竹市	新竹市1光復路二段國光客運站	24.7932831	121.001211	0	1	0	8	1	5	50	14	13	1	5	4	4	7	4	4	1	4	4	1	13	2
2012	3	21	16	28	新竹市	新竹市1光復路一段536號	24.7924614	121.0067013	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	12	2
2012	3	11	16	0	新竹市	新竹市1民族路127巷2號	24.808575	120.977844				8			50															3
2012	3	2	21	15	新竹市	新竹市1寶山路170號	24.792025	120.9756149	0	1	0	8	3	5	50	3	1	1	5	4	5	7	4	4	10	5	5	2	16	2
2012	3	27	12	50	新竹市	新竹市1光復路一段267號	24.781937	121.019662	0	1	0	8	1	5	50	14	9	1	5	4	5	7	4	4	5	4	5	2	16	2
